timestamp,year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite
2019-07-25 00:00:00,2019.0,7.0,25.0,0.0,-1.1290576953983513,0.8726286619264378,-2.0024533365784167,-0.19352575755999837,1.086775412007119,-1.5798097590531308,3.3839493203401703,25.130259606975596,29.597239268628815,-0.7456100029146456
2019-07-25 01:00:00,2019.0,7.0,25.0,1.0,-1.0987509136949238,0.777883416264312,-2.272792501560322,-0.2925082203592194,1.1198106689601408,-1.3427609772265783,3.069791611713865,25.130259606975596,29.597239268628815,-0.7456100029146456
2019-07-25 02:00:00,2019.0,7.0,25.0,2.0,-1.068281192304919,0.6831381706021862,-2.136405175082965,-0.39332369172879666,1.1481266034913027,-1.1057121954000249,2.75563390308756,25.130259606975596,29.597239268628815,-0.7456100029146456
2019-07-25 03:00:00,2019.0,7.0,25.0,3.0,-1.037811470914914,0.5883929249400603,-1.9817516888095323,-0.4923061545280177,1.1764425380224643,-0.8610166786758412,2.4346466790563346,25.130259606975596,29.597239268628815,-0.7456100029146456
2019-07-25 04:00:00,2019.0,7.0,25.0,4.0,-1.0379744106014916,0.3640590939012736,-2.227735974063338,-0.44464793169876304,1.0112662532573544,-0.8457232088805797,1.8746264158529211,25.130259606975596,29.597239268628815,-0.7456100029146456
2019-07-25 05:00:00,2019.0,7.0,25.0,5.0,-1.0383002899746465,0.13972526286248682,-1.8344046664545297,-0.39515670029915256,0.850809290914105,-0.8304297390853183,1.3146061526495074,25.130259606975596,29.597239268628815,-0.7456100029146456
2019-07-25 06:00:00,2019.0,7.0,25.0,6.0,-1.0384632296612242,-0.08436991516455628,-2.053598584007426,-0.347498477469898,0.685633006148995,-0.8151362692900568,0.7545858894460936,25.130259606975596,29.597239268628815,-0.7456100029146456
2019-07-25 07:00:00,2019.0,7.0,25.0,7.0,-0.9843672537174719,0.006079576286188536,-1.5762429413366739,-0.39882271743986436,0.6714750388834143,-0.6545548364398113,0.8843466821395675,25.130259606975596,29.597239268628815,-0.7456100029146456
2019-07-25 08:00:00,2019.0,7.0,25.0,8.0,-0.9301083380871421,0.09652906773693351,-1.3655732316886124,-0.4501469574098308,0.6573170716178334,-0.4939734035895656,1.0209369902379613,25.130259606975596,29.597239268628815,-0.7456100029146456
2019-07-25 09:00:00,2019.0,7.0,25.0,9.0,-0.8758494224568123,0.18697855918767817,-1.925735465434903,-0.5014711973797975,0.6431591043522525,-0.33339197073932014,1.150697782931435,25.130259606975596,29.597239268628815,-0.7456100029146456
